id,code,billing_name,billing_address,billing_type,billing_entity_id,billing_entity_name,billing_entity_role,billing_entity_role_name,billing_entity_json,,,,,,,,,,,,,,,,,,,,
22043,F-2408-00896PKL-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22053,F-2401-00085PKL-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22063,F-2403-00296LCY-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22138,F-2008-00059KJL-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22279,F-2505-00652CKT-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22332,F-2306-00472RO-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22333,F-2306-00471RO-O,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22336,F-2306-00468RO-O,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22433,F-2504-00549GYC-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22437,F-2501-00005GYC-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22443,F-2410-01261GYC-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22444,F-2410-01258GYC-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22506,F-2011-00068SAR-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22568,F-2503-00342SAR-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22579,F-2210-00840SAR-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22582,F-2210-00815SAR-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22615,F-2201-00069SAR-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22617,F-2112-00588SAR-S,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22711,F-2504-00477KHX-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22736,F-2302-00173HRZ-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,7008,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 7008, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""HRZ"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22761,F-2204-00310HRZ-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,7008,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 7008, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""HRZ"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22769,F-2201-00023HRZ-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,7008,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 7008, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""HRZ"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
22831,F-2211-00923KKT-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
23083,F-2504-00523THY-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
23220,F-2406-00712YKK-L,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
23329,F-2208-00664ZT-AHP,ERA REALTY NETWORK PTE LTD,SINGAPORE,external_cobroke,6708,ExternalCobrokeAgentEntity,ExternalCobrokeAgentEntity,case_submission.billing_party_role.ExternalCobrokeAgentEntity,"{""name"": ""ERA REALTY NETWORK PTE LTD"", ""email"": "" "", ""refId"": 6708, ""address"": ""SINGAPORE"", ""refName"": ""ExternalCobrokeAgentEntity"", ""addressObj"": {""country"": ""SINGAPORE"", ""countryCode"": ""SG""}, ""agentProfile"": {""entityRefCode"": ""LMY"", ""estateAgentName"": ""ERA REALTY NETWORK PTE LTD"", ""salespersonName"": ""ERA REALTY NETWORK PTE LTD"", ""registrationNumber"": """"}}",,,,,,,,,,,,,,,,,,,,
19143,F-2505-00755ZHT-L,ERNIE'S COFFEE LLP,49 STIRLING ROAD  #01-487 Singapore 141049,form_selected,30942,TenantEntity,tenant,Tenant,"{""name"": ""ERNIE'S COFFEE LLP"", ""refId"": 30942, ""address"": ""49 STIRLING ROAD  #01-487 Singapore 141049"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""49 STIRLING ROAD  #01-487 Singapore 141049"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""141049"", ""streetName"": ""STIRLING ROAD"", ""unitNumber"": ""#01-487"", ""addressLine"": ""49 STIRLING ROAD  #01-487 Singapore 141049"", ""blockNumber"": ""49"", ""floorNumber"": """", ""buildingName"": """"}}",,,,,,,,,,,,,,,,,,,,
20381,F-2504-00469KJS-L,ES ASIA TECHNOLOGIES LLP,"2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480",form_selected,26100,TenantEntity,landlord,Landlord,"{""name"": ""ES ASIA TECHNOLOGIES LLP"", ""refId"": 26100, ""address"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""659480"", ""streetName"": ""BUKIT BATOK STREET 24"", ""unitNumber"": ""#05-13"", ""addressLine"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""blockNumber"": ""2"", ""floorNumber"": """", ""buildingName"": ""SKYTECH""}}",,,,,,,,,,,,,,,,,,,,
21212,F-2112-00585LPF-L,ES ASIA TECHNOLOGIES LLP,217 PETIR ROAD  #03-401 Singapore 670217,form_selected,27073,TenantEntity,landlord,Landlord,"{""name"": ""ES ASIA TECHNOLOGIES LLP"", ""refId"": 27073, ""address"": ""217 PETIR ROAD  #03-401 Singapore 670217"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""217 PETIR ROAD  #03-401 Singapore 670217"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""670217"", ""streetName"": ""PETIR ROAD"", ""unitNumber"": ""#03-401"", ""addressLine"": ""217 PETIR ROAD  #03-401 Singapore 670217"", ""blockNumber"": ""217"", ""floorNumber"": """", ""buildingName"": """"}}",,,,,,,,,,,,,,,,,,,,
21259,F-2312-01116LPF-L,ES ASIA TECHNOLOGIES LLP,"2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480",form_selected,27073,TenantEntity,landlord,Landlord,"{""name"": ""ES ASIA TECHNOLOGIES LLP"", ""refId"": 27073, ""address"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""659480"", ""streetName"": ""BUKIT BATOK STREET 24"", ""unitNumber"": ""#05-13"", ""addressLine"": ""2 BUKIT BATOK STREET 24  #05-13, SKYTECH Singapore 659480"", ""blockNumber"": ""2"", ""floorNumber"": """", ""buildingName"": ""SKYTECH""}}",,,,,,,,,,,,,,,,,,,,
21038,F-2505-00764PHL-L,ESMAIL & AHMED BROTHERS (1922) PRIVATE LIMITED,"217 HENDERSON ROAD  #04-06, HENDERSON INDUSTRIAL PARK Singapore 159555",form_selected,29189,TenantEntity,landlord,Landlord,"{""name"": ""ESMAIL & AHMED BROTHERS (1922) PRIVATE LIMITED"", ""refId"": 29189, ""address"": ""217 HENDERSON ROAD  #04-06, HENDERSON INDUSTRIAL PARK Singapore 159555"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""217 HENDERSON ROAD  #04-06, HENDERSON INDUSTRIAL PARK Singapore 159555"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""159555"", ""streetName"": ""HENDERSON ROAD"", ""unitNumber"": ""#04-06"", ""addressLine"": ""217 HENDERSON ROAD  #04-06, HENDERSON INDUSTRIAL PARK Singapore 159555"", ""blockNumber"": ""217"", ""floorNumber"": """", ""buildingName"": ""HENDERSON INDUSTRIAL PARK""}}",,,,,,,,,,,,,,,,,,,,
22676,F-2310-00764LGC-L,ESPINE MARKETING & INVESTMENT PTE LTD,3017 Bedok North Street 5  #04-30 Singapore 486121,form_selected,26637,TenantEntity,landlord,Landlord,"{""name"": ""ESPINE MARKETING & INVESTMENT PTE LTD"", ""refId"": 26637, ""address"": ""3017 Bedok North Street 5  #04-30 Singapore 486121"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""3017 Bedok North Street 5  #04-30 Singapore 486121"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""486121"", ""streetName"": ""Bedok North Street 5"", ""unitNumber"": ""#04-30"", ""addressLine"": ""3017 Bedok North Street 5  #04-30 Singapore 486121"", ""blockNumber"": ""3017"", ""floorNumber"": """", ""buildingName"": """"}}",,,,,,,,,,,,,,,,,,,,
20097,F-2406-00642OCY-L,ESPIRIT BUILDING & ENGINEERING PTE LTD,"8 KAKI BUKIT AVENUE 4  #01-09, PREMIER@KAKI BUKIT Singapore 415875",form_selected,28772,TenantEntity,landlord,Landlord,"{""name"": ""ESPIRIT BUILDING & ENGINEERING PTE LTD"", ""refId"": 28772, ""address"": ""8 KAKI BUKIT AVENUE 4  #01-09, PREMIER@KAKI BUKIT Singapore 415875"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""8 KAKI BUKIT AVENUE 4  #01-09, PREMIER@KAKI BUKIT Singapore 415875"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""415875"", ""streetName"": ""KAKI BUKIT AVENUE 4"", ""unitNumber"": ""#01-09"", ""addressLine"": ""8 KAKI BUKIT AVENUE 4  #01-09, PREMIER@KAKI BUKIT Singapore 415875"", ""blockNumber"": ""8"", ""floorNumber"": """", ""buildingName"": ""KAKI BUKIT""}}",,,,,,,,,,,,,,,,,,,,
19962,F-2203-00200CTH-L,ESR PROPERTY MANAGEMENT (S) PTE LTD,"8 CHANGI BUSINESS PARK AVENUE 1  #05-51, UE BIZHUB EAST Singapore 486018",form_selected,25345,TenantEntity,landlord,Landlord,"{""name"": ""ESR PROPERTY MANAGEMENT (S) PTE LTD"", ""refId"": 25345, ""address"": ""8 CHANGI BUSINESS PARK AVENUE 1  #05-51, UE BIZHUB EAST Singapore 486018"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""8 CHANGI BUSINESS PARK AVENUE 1  #05-51, UE BIZHUB EAST Singapore 486018"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""486018"", ""streetName"": ""CHANGI BUSINESS PARK AVENUE 1"", ""unitNumber"": ""#05-51"", ""addressLine"": ""8 CHANGI BUSINESS PARK AVENUE 1  #05-51, UE BIZHUB EAST Singapore 486018"", ""blockNumber"": ""8"", ""floorNumber"": """", ""buildingName"": ""UE BIZHUB EAST""}}",,,,,,,,,,,,,,,,,,,,
22309,F-2106-00256RO-L,ESR PROPERTY MANAGEMENT (S) PTE LTD,"8 CHANGI BUSINESS PARK AVE 1  #05-01, ESR BIZPARK@CHANGI (SOUTH TOWER) Singapore 486018",form_selected,28823,TenantEntity,landlord,Landlord,"{""name"": ""ESR PROPERTY MANAGEMENT (S) PTE LTD"", ""refId"": 28823, ""address"": ""8 CHANGI BUSINESS PARK AVE 1  #05-01, ESR BIZPARK@CHANGI (SOUTH TOWER) Singapore 486018"", ""refName"": ""TenantEntity"", ""metadata"": {""clientType"": ""company""}, ""addressObj"": {""address"": ""8 CHANGI BUSINESS PARK AVE 1  #05-01, ESR BIZPARK@CHANGI (SOUTH TOWER) Singapore 486018"", ""country"": ""Singapore"", ""district"": """", ""postalCode"": ""486018"", ""streetName"": ""CHANGI BUSINESS PARK AVE 1"", ""unitNumber"": ""#05-01"", ""addressLine"": ""8 CHANGI BUSINESS PARK AVE 1  #05-01, ESR BIZPARK@CHANGI (SOUTH TOWER) Singapore 486018"", ""blockNumber"": ""8"", ""floorNumber"": """", ""buildingName"": ""CHANGI (SOUTH TOWER)""}}",,,,,,,,,,,,,,,,,,,,
